id,label,timeset,py,so,modularity_class,clustering,triangles,degree
21,Predicting Adoption Probabilities in Social Networks,,2013,INFORMATION SYSTEMS RESEARCH,0,0.32608695652173914,90,24
22,Social Media and Firm Equity Value,,2013,INFORMATION SYSTEMS RESEARCH,15,0.6239316239316239,219,27
23,Engineering Optimal Network Effects via Social Media Features and Seeding in Markets for Digital Goods and Services,,2013,INFORMATION SYSTEMS RESEARCH,0,0.4045977011494253,176,30
24,The Effects of Rewarding User Engagement: The Case of Facebook Apps,,2013,INFORMATION SYSTEMS RESEARCH,0,0.3333333333333333,7,7
25,Everybody Needs Somebody: The Influence of Team Network Structure on Information Technology Use,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,4,0.7492492492492493,499,37
26,Toward an Integrated Model of Group Development: Disruption of Routines by Technology-Induced Change,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,15,0.4984984984984985,332,37
27,Corporate Wikis: The Effects of Owners' Motivation and Behavior on Group Members' Engagement,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,12,0.3333333333333333,2,4
28,Information Security Outsourcing with System Interdependency and Mandatory Security Requirement,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,12,0.6631205673758865,748,48
29,Organizations' Information Security Policy Compliance: Stick or Carrot Approach?,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,12,0.5945945945945946,418,38
30,Competitive Target Advertising and Consumer Data Sharing,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,1,0.34285714285714286,36,15
31,Alternate Strategies for a Win-Win Seeking Agent in Agent-Human Negotiations,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,9,1.0,28,8
32,Inducing Intrinsic Motivation to Explore the Enterprise System: The Supremacy of Organizational Levers,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,10,0.4444444444444444,16,9
33,Understanding Postadoptive Behaviors in Information Systems Use: A Longitudinal Analysis of System Use Problems in the Business Intelligence Context,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,17,0.15151515151515152,10,12
34,Investigating the Value of Sociomaterialism in Conceptualizing IT Capability of a Firm,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,23,0.5757575757575758,133,22
35,Generalizability of Information Systems Research Using Student Subjects-A Reflection on Our Practices and Recommendations for Future Research,,2012,INFORMATION SYSTEMS RESEARCH,1,0.6515151515151515,43,12
36,Advancing Public Trust Relationships in Electronic Government: The Singapore E-Filing Journey,,2012,INFORMATION SYSTEMS RESEARCH,14,0.773015873015873,487,36
37,Adoption and Impacts of Interorganizational Business Process Standards: Role of Partnering Synergy,,2012,INFORMATION SYSTEMS RESEARCH,3,0.6285714285714286,66,15
38,"Corporate IT Standardization: Product Compatibility, Exclusive Purchase Commitment, and Competition Effects",,2012,INFORMATION SYSTEMS RESEARCH,8,0.9333333333333333,112,16
39,Synergy and Its Limits in Managing Information Technology Professionals,,2012,INFORMATION SYSTEMS RESEARCH,10,0.6363636363636364,161,23
40,User Satisfaction with Information Technology Service Delivery: A Social Capital Perspective,,2012,INFORMATION SYSTEMS RESEARCH,17,0.28205128205128205,22,13
41,Ushering Buyers into Electronic Channels: An Empirical Analysis,,2012,INFORMATION SYSTEMS RESEARCH,8,0.7333333333333333,88,16
42,What Motivates People to Purchase Digital Items on Virtual Community Websites? The Desire for Online Self-Presentation,,2012,INFORMATION SYSTEMS RESEARCH,1,0.2,11,11
43,Two Worlds of Trust for Potential E-Commerce Users: Humans as Cognitive Misers,,2012,INFORMATION SYSTEMS RESEARCH,14,0.5265151515151515,278,33
44,Real-Time Tactical and Strategic Sales Management for Intelligent Agents Guided by Economic Regimes,,2012,INFORMATION SYSTEMS RESEARCH,8,0.6206896551724138,252,29
45,Effects of the Presence of Organic Listing in Search Advertising,,2012,INFORMATION SYSTEMS RESEARCH,2,0.5098039215686274,78,18
46,"Network Neutrality and Congestion Sensitive Content Providers: Implications for Content Variety, Broadband Investment, and Regulation",,2012,INFORMATION SYSTEMS RESEARCH,20,0.5380116959064327,92,19
47,Underlying Consumer Heterogeneity in Markets for Subscription-Based IT Services with Network Effects,,2012,INFORMATION SYSTEMS RESEARCH,20,0.47368421052631576,81,19
48,"Effects of Individual Self-Protection, Industry Self-Regulation, and Government Regulation on Privacy Concerns: A Study of Location-Based Services",,2012,INFORMATION SYSTEMS RESEARCH,5,0.8461538461538461,275,26
49,Analyzing Pricing Strategies for Online Services with Network Effects,,2012,INFORMATION SYSTEMS RESEARCH,20,0.32857142857142857,207,36
50,BIDDING BEHAVIOR EVOLUTION IN SEQUENTIAL AUCTIONS: CHARACTERIZATION AND ANALYSIS,,2012,MIS QUARTERLY,2,0.9566666666666667,287,25
51,"INFORMATION TECHNOLOGY OUTSOURCING, KNOWLEDGE TRANSFER, AND FIRM PRODUCTIVITY: AN EMPIRICAL ANALYSIS",,2012,MIS QUARTERLY,22,0.4039408866995074,164,29
52,IMPACT OF USER SATISFACTION WITH MANDATED CRM USE ON EMPLOYEE SERVICE QUALITY,,2012,MIS QUARTERLY,10,0.38461538461538464,30,13
53,DIALECTICS OF COLLECTIVE MINDING: CONTRADICTORY APPROPRIATIONS OF INFORMATION TECHNOLOGY IN A HIGH-RISK PROJECT,,2012,MIS QUARTERLY,23,0.23809523809523808,5,7
54,GROWTH AND SUSTAINABILITY OF MANAGED SECURITY SERVICES NETWORKS: AN ECONOMIC PERSPECTIVE,,2012,MIS QUARTERLY,0,0.5096774193548387,237,31
55,THE EFFECTIVENESS OF ONLINE SHOPPING CHARACTERISTICS AND WELL-DESIGNED WEBSITES ON SATISFACTION,,2012,MIS QUARTERLY,1,0.36666666666666664,44,16
56,DOES INFORMATION TECHNOLOGY INVESTMENT INFLUENCE A FIRM'S MARKET VALUE? A CASE OF NON-PUBLICLY TRADED HEALTHCARE FIRMS,,2012,MIS QUARTERLY,23,0.35080645161290325,174,32
57,BUSINESS INTELLIGENCE AND ANALYTICS: FROM BIG DATA TO BIG IMPACT,,2012,MIS QUARTERLY,21,0.1111111111111111,4,9
58,BUSINESS INTELLIGENCE IN BLOGS: UNDERSTANDING CONSUMER INTERACTIONS AND COMMUNITIES,,2012,MIS QUARTERLY,17,0.2,3,6
59,A SOCIAL NETWORK-BASED INFERENCE MODEL FOR VALIDATING CUSTOMER PROFILE DATA,,2012,MIS QUARTERLY,0,0.03571428571428571,1,8
60,WEB 2.0 ENVIRONMENTAL SCANNING AND ADAPTIVE DECISION SUPPORT FOR BUSINESS MERGERS AND ACQUISITIONS,,2012,MIS QUARTERLY,18,0.2857142857142857,8,8
61,NETWORK-BASED MODELING AND ANALYSIS OF SYSTEMIC RISK IN BANKING SYSTEMS,,2012,MIS QUARTERLY,0,0.38095238095238093,8,7
62,METAFRAUD: A META-LEARNING FRAMEWORK FOR DETECTING FINANCIAL FRAUD,,2012,MIS QUARTERLY,18,0.41025641025641024,32,13
63,A HIDDEN MARKOV MODEL FOR COLLABORATIVE FILTERING,,2012,MIS QUARTERLY,3,0.24736842105263157,47,20
64,Network Positions and Contributions to Online Public Goods: The Case of Chinese Wikipedia,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,4,0.38571428571428573,81,21
65,Content Contribution for Revenue Sharing and Reputation in Social Media: A Dynamic Structural Model,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,15,0.7142857142857143,15,7
66,"Hacker Behavior, Network Effects, and the Security Software Market",,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,8,0.5266666666666666,158,25
67,Co-opetition Between Differentiated Platforms in Two-Sided Markets,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,4,0.32727272727272727,18,11
68,Theory and Analysis of Company-Sponsored Value Co-Creation,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,15,0.42424242424242425,28,12
69,A Data-Driven Approach to Measure Web Site Navigability,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.645320197044335,262,29
70,Hybrid Relational-Contractual Governance for Business Process Outsourcing,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,22,0.49122807017543857,84,19
71,Dual Role of IT-Assisted Communication in Patient Care: A Validated Structure-Process-Outcome Framework,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,0,0.6485507246376812,179,24
72,Understanding Contingencies Associated with the Early Adoption of Customer-Facing Web Portals,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,0,0.5105263157894737,97,20
73,Resource Structuring or Capability Building? An Empirical Study of the Business Value of Information Technology,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,23,0.5166666666666667,155,25
74,The Productivity of Information Technology Investments: New Evidence from IT Labor Data,,2012,INFORMATION SYSTEMS RESEARCH,1,0.30124777183600715,169,34
75,An Empirical Analysis of the Contractual and Information Structures of Business Process Outsourcing Relationships,,2012,INFORMATION SYSTEMS RESEARCH,22,0.5098039215686274,78,18
76,Postrelease Testing and Software Release Policy for Enterprise-Level Systems,,2012,INFORMATION SYSTEMS RESEARCH,25,0.3012684989429176,285,44
77,The Effects of Social Network Structure on Enterprise Systems Success: A Longitudinal Multilevel Analysis,,2012,INFORMATION SYSTEMS RESEARCH,0,0.2948717948717949,23,13
78,"What's in a ""Name""? Impact of Use of Customer Information in E-Mail Advertisements",,2012,INFORMATION SYSTEMS RESEARCH,5,0.42483660130718953,65,18
79,From Business Intelligence to Competitive Intelligence: Inferring Competitive Measures Using Augmented Site-Centric Data,,2012,INFORMATION SYSTEMS RESEARCH,23,0.46153846153846156,36,13
80,Does the Web Reduce Customer Service Cost? Empirical Evidence from a Call Center,,2012,INFORMATION SYSTEMS RESEARCH,8,0.5256410256410257,41,13
81,Electronic Health Records Assimilation and Physician Identity Evolution: An Identity Theory Perspective,,2012,INFORMATION SYSTEMS RESEARCH,0,0.6473684210526316,123,20
82,Design Principles of Integrated Information Platform for Emergency Responses: The Case of 2008 Beijing Olympic Games,,2012,INFORMATION SYSTEMS RESEARCH,24,0.31868131868131866,29,14
83,"In Search of Efficient Flexibility: Effects of Software Component Granularity on Development Effort, Defects, and Customization Effort",,2012,INFORMATION SYSTEMS RESEARCH,25,0.5815384615384616,189,26
84,Pricing Models for Online Advertising: CPM vs. CPC,,2012,INFORMATION SYSTEMS RESEARCH,2,0.5808823529411765,79,17
85,A Computational Analysis of Bundle Trading Markets Design for Distributed Resource Allocation,,2012,INFORMATION SYSTEMS RESEARCH,8,0.4623044096728307,325,38
86,"Information, Technology, and Information Worker Productivity",,2012,INFORMATION SYSTEMS RESEARCH,0,0.43956043956043955,40,14
87,The Impact of IT-Related Spillovers on Long-Run Productivity: An Empirical Analysis,,2012,INFORMATION SYSTEMS RESEARCH,1,0.31527093596059114,128,29
88,The Learning Curve of IT Knowledge Workers in a Computing Call Center,,2012,INFORMATION SYSTEMS RESEARCH,16,0.6375510204081632,781,50
89,Advertising Strategies in Electronic Retailing: A Differential Games Approach,,2012,INFORMATION SYSTEMS RESEARCH,2,0.8636363636363636,57,12
90,Institutional Influences on Information Systems Security Innovations,,2012,INFORMATION SYSTEMS RESEARCH,12,0.7761904761904762,489,36
91,The Boundaries of Trust and Risk: The Quadratic Moderating Role of Institutional Structures,,2012,INFORMATION SYSTEMS RESEARCH,14,0.5969230769230769,194,26
92,Content Provision Strategies in the Presence of Content Piracy,,2012,INFORMATION SYSTEMS RESEARCH,1,1.0,1,2
93,Putting Money Where the Mouths Are: The Relation Between Venture Financing and Electronic Word-of-Mouth,,2012,INFORMATION SYSTEMS RESEARCH,1,1.0,3,3
94,The Cross-Purposes of Cross-Posting: Boundary Reshaping Behavior in Online Discussion Communities,,2012,INFORMATION SYSTEMS RESEARCH,15,0.5504032258064516,273,32
95,Using Real Options to Investigate the Market Value of Virtual World Businesses,,2012,INFORMATION SYSTEMS RESEARCH,4,0.8405797101449275,232,24
96,Performance-Based Advertising: Advertising as Signals of Product Quality,,2012,INFORMATION SYSTEMS RESEARCH,2,0.65,78,16
97,Do Electronic Linkages Reduce the Bullwhip Effect? An Empirical Analysis of the US Manufacturing Supply Chains,,2012,INFORMATION SYSTEMS RESEARCH,23,0.3675889328063241,93,23
98,"Music Blogging, Online Sampling, and the Long Tail",,2012,INFORMATION SYSTEMS RESEARCH,15,0.35947712418300654,55,18
99,The Cost Impact of Spam Filters: Measuring the Effect of Information System Technologies in Organizations,,2012,INFORMATION SYSTEMS RESEARCH,3,0.5151515151515151,34,12
100,ON THE USE OF NEUROPHYSIOLOGICAL TOOLS IN IS RESEARCH: DEVELOPING A RESEARCH AGENDA FOR NEUROIS,,2012,MIS QUARTERLY,24,0.28888888888888886,13,10
101,"COMPARING PLS TO REGRESSION AND LISREL: A RESPONSE TO MARCOULIDES, CHIN, AND SAUNDERS",,2012,MIS QUARTERLY,21,0.40476190476190477,153,28
102,"GENERALIZATION AND INDUCTION: MISCONCEPTIONS, CLARIFICATIONS, AND A CLASSIFICATION OF INDUCTION",,2012,MIS QUARTERLY,24,0.29523809523809524,31,15
103,CONCEPTUALIZING GENERALIZABILITY: NEW CONTRIBUTIONS AND A REPLY,,2012,MIS QUARTERLY,24,0.31868131868131866,29,14
104,THE ROLES OF THEORY IN CANONICAL ACTION RESEARCH,,2012,MIS QUARTERLY,24,0.2948717948717949,23,13
105,PRINCIPLES FOR CONDUCTING CRITICAL REALIST CASE STUDY RESEARCH IN INFORMATION SYSTEMS,,2012,MIS QUARTERLY,24,0.38746438746438744,136,27
106,HOW TO CONDUCT A FUNCTIONAL MAGNETIC RESONANCE (FMRI) STUDY IN SOCIAL SCIENCE RESEARCH,,2012,MIS QUARTERLY,24,0.38666666666666666,116,25
107,BUILDING MEMBER ATTACHMENT IN ONLINE COMMUNITIES: APPLYING THEORIES OF GROUP IDENTITY AND INTERPERSONAL BONDS,,2012,MIS QUARTERLY,15,0.43812233285917496,308,38
108,A KNOWLEDGE-BASED MODEL OF RADICAL INNOVATION IN SMALL SOFTWARE FIRMS,,2012,MIS QUARTERLY,26,0.5866666666666667,176,25
109,INFORMATION TECHNOLOGY IMPLEMENTERS' RESPONSES TO USER RESISTANCE: NATURE AND EFFECTS,,2012,MIS QUARTERLY,24,0.5833333333333334,21,9
110,STANDARDS COMPETITION IN THE PRESENCE OF DIGITAL CONVERSION TECHNOLOGY: AN EMPIRICAL ANALYSIS OF THE FLASH MEMORY CARD MARKET,,2012,MIS QUARTERLY,3,0.26143790849673204,40,18
111,A RESEARCH NOTE ON REPRESENTING PART-WHOLE RELATIONS IN CONCEPTUAL MODELING,,2012,MIS QUARTERLY,16,0.27450980392156865,42,18
112,THE HOLE IN THE WHOLE: A RESPONSE TO ALLEN AND MARCH,,2012,MIS QUARTERLY,16,0.5,39,13
113,DOES PLS HAVE ADVANTAGES FOR SMALL SAMPLE SIZE OR NON-NORMAL DATA?,,2012,MIS QUARTERLY,21,0.8187134502923976,140,19
114,ASSESSING COMMON METHOD BIAS: PROBLEMS WITH THE ULMC TECHNIQUE,,2012,MIS QUARTERLY,21,0.5335968379446641,135,23
115,Novelty-Knowledge Alignment: A Theory of Design Convergence in Systems Development,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,11,0.5107692307692308,166,26
116,The Effect of an Initial Budget and Schedule Goal on Software Project Escalation,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,11,0.7389162561576355,300,29
117,"What's the Weather Like? The Effect of Team Learning Climate, Empowerment Climate, and Gender on Individuals' Technology Exploration and Use",,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,4,0.7197724039829303,506,38
118,Contract Performance in Offshore Systems Development: Role of Control Mechanisms,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,22,0.4380952380952381,92,21
119,The Impact of Information Technology Investments on Downside Risk of the Firm: Alternative Measurement of the Business Value of IT,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,12,0.37566137566137564,142,28
120,Vertical Differentiation and a Comparison of Online Advertising Models,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,20,0.496551724137931,216,30
121,Differential Effects of Provider Recommendations and Consumer Reviews in E-Commerce Transactions: An Experimental Study,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,17,0.34,102,25
122,Attracted to or Locked In? Predicting Continuance Intention in Social Virtual World Services,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,20,0.3611111111111111,13,9
123,The Effects of Self-Regulated Learning Processes on E-Learning Outcomes in Organizational Settings,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,19,0.7416666666666667,89,16
124,Cost-Sensitive Learning via Priority Sampling to Improve the Return on Marketing and CRM Investment,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,3,0.28888888888888886,13,10
125,Are New IT-Enabled Investment Opportunities Diminishing for Firms?,,2012,INFORMATION SYSTEMS RESEARCH,23,0.2076923076923077,162,40
126,"Blog, Blogger, and the Firm: Can Negative Employee Posts Lead to Positive Outcomes?",,2012,INFORMATION SYSTEMS RESEARCH,17,0.3333333333333333,26,13
127,Ambidexterity in Agile Distributed Development: An Empirical Investigation,,2012,INFORMATION SYSTEMS RESEARCH,23,0.9636363636363636,53,11
128,Relative Industry Concentration and Customer-Driven IT Spillovers,,2012,INFORMATION SYSTEMS RESEARCH,1,0.41830065359477125,64,18
129,Cooperative Cashing? An Economic Analysis of Document Duplication in Cooperative Web Caching,,2012,INFORMATION SYSTEMS RESEARCH,6,0.8787878787878788,58,12
130,Institutional Contradictions and Loose Coupling: Postimplementation of NASA's Enterprise Information System,,2012,INFORMATION SYSTEMS RESEARCH,24,0.5714285714285714,16,8
131,"Modeling Supply-Side Dynamics of IT Components, Products, and Infrastructure: An Empirical Analysis Using Vector Autoregression",,2012,INFORMATION SYSTEMS RESEARCH,23,0.7777777777777778,28,9
132,Performance Implications of CRM Technology Use: A Multilevel Field Study of Business Customers and Their Providers in the Telecommunications Industry,,2012,INFORMATION SYSTEMS RESEARCH,20,0.3382352941176471,46,17
133,Reputation and Uncertainty in Online Markets: An Experimental Study,,2012,INFORMATION SYSTEMS RESEARCH,8,0.6086956521739131,154,23
134,Managing Data Quality Risk in Accounting Information Systems,,2012,INFORMATION SYSTEMS RESEARCH,12,0.7142857142857143,15,7
135,Expectation Confirmation in Technology Use,,2012,INFORMATION SYSTEMS RESEARCH,17,0.5904761904761905,62,15
136,Optimal Software Free Trial Strategy: The Impact of Network Externalities and Consumer Uncertainty,,2012,INFORMATION SYSTEMS RESEARCH,25,0.5323076923076923,173,26
137,SOA Performance Enhancement Through XML Fragment Caching,,2012,INFORMATION SYSTEMS RESEARCH,20,0.5789473684210527,99,19
138,Lock-In Strategy in Software Competition: Open-Source Software vs. Proprietary Software,,2012,INFORMATION SYSTEMS RESEARCH,25,0.5333333333333333,112,21
139,Trust Is in the Eye of the Beholder: A Vignette Study of Postevent Behavioral Controls' Effects on Individual Trust in Virtual Teams,,2012,INFORMATION SYSTEMS RESEARCH,14,0.6533333333333333,196,25
140,Generating Shareable Statistical Databases for Business Value: Multiple Imputation with Multimodal Perturbation,,2012,INFORMATION SYSTEMS RESEARCH,5,0.5,3,4
141,Online Price Dispersion: A Game-Theoretic Perspective and Empirical Evidence,,2012,INFORMATION SYSTEMS RESEARCH,8,0.6098484848484849,322,33
142,OPEN KNOWLEDGE CREATION: BRINGING TRANSPARENCY AND INCLUSIVENESS TO THE PEER REVIEW PROCESS,,2012,MIS QUARTERLY,1,0.6952380952380952,73,15
143,STYLE COMPOSITION IN ACTION RESEARCH PUBLICATION,,2012,MIS QUARTERLY,16,0.0,0,2
144,CAN ONLINE WAIT BE MANAGED? THE EFFECTS OF FILLER INTERFACES AND PRESENTATION MODES ON PERCEIVED WAITING TIME ONLINE,,2012,MIS QUARTERLY,14,0.42391304347826086,117,24
145,ON PRODUCT UNCERTAINTY IN ONLINE MARKETS: THEORY AND EVIDENCE,,2012,MIS QUARTERLY,8,0.45588235294117646,62,17
146,"THE CAREER PATHS LESS (OR MORE) TRAVELED: A SEQUENCE ANALYSIS OF IT CAREER HISTORIES, MOBILITY PATTERNS, AND CAREER SUCCESS",,2012,MIS QUARTERLY,10,0.7944664031620553,201,23
147,UNDERSTANDING USER REVISIONS WHEN USING INFORMATION SYSTEM FEATURES: ADAPTIVE SYSTEM USE AND TRIGGERS,,2012,MIS QUARTERLY,17,0.2545454545454545,14,11
148,A COST-BASED DATABASE REQUEST DISTRIBUTION TECHNIQUE FOR ONLINE E-COMMERCE APPLICATIONS,,2012,MIS QUARTERLY,6,0.7251461988304093,124,19
149,EFFICIENCY OR INNOVATION: HOW DO INDUSTRY ENVIRONMENTS MODERATE THE EFFECTS OF FIRMS' IT ASSET PORTFOLIOS?,,2012,MIS QUARTERLY,26,0.6857142857142857,72,15
150,TOWARD A NEW THEORY OF THE CONTRIBUTION OF THE IT FUNCTION IN ORGANIZATIONS,,2012,MIS QUARTERLY,7,0.3675889328063241,93,23
151,THE ASYMMETRIC BENEFITS OF RELATIONAL FLEXIBILITY: EVIDENCE FROM SOFTWARE DEVELOPMENT OUTSOURCING,,2012,MIS QUARTERLY,22,0.616600790513834,156,23
152,ENACTING CLAN CONTROL IN COMPLEX IT PROJECTS: A SOCIAL CAPITAL PERSPECTIVE,,2012,MIS QUARTERLY,11,0.5454545454545454,126,22
153,IS EMPLOYEE ATTITUDES AND PERCEPTIONS AT VARYING LEVELS OF SOFTWARE PROCESS MATURITY,,2012,MIS QUARTERLY,10,0.6176470588235294,84,17
154,"ABSORPTIVE CAPACITY AND INFORMATION SYSTEMS RESEARCH: REVIEW, SYNTHESIS, AND DIRECTIONS FOR FUTURE RESEARCH",,2012,MIS QUARTERLY,19,1.0,1,2
155,CARROTS AND RAINBOWS: MOTIVATION AND SOCIAL PRACTICE IN OPEN SOURCE SOFTWARE DEVELOPMENT,,2012,MIS QUARTERLY,25,0.9583333333333334,115,16
156,Two Rule-Based Natural Language Strategies for Requirements Discovery and Classification in Open Source Software Development Projects,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,11,0.531578947368421,101,20
157,Supporting Agile Organizations with a Decision Guidance Query Language,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,6,0.8636363636363636,57,12
158,"Understanding Technology Support for Organizational Transactive Memory: Requirements, Application, and Customization",,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,15,0.7320261437908496,112,18
159,Theory-Informed Design and Evaluation of an Advanced Search and Knowledge Mapping System in Nanotechnology,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,2,0.5714285714285714,52,14
160,Facilitation Roles and Responsibilities for Sustained Collaboration Support in Organizations,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,15,0.5076923076923077,165,26
161,Going Concerns: The Governance of Interorganizational Coordination Hubs,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,22,0.47035573122529645,119,23
162,Effect of Information Feedback on the Outcomes and Dynamics of Multisourcing Multiattribute Procurement Auctions,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,2,0.6758620689655173,294,30
163,Leveraging Information Technology Infrastructure to Facilitate a Firm's Customer Agility and Competitive Activity: An Empirical Investigation,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,23,0.42758620689655175,186,30
164,Methodology Mashups: An Exploration of Processes Used to Maintain Software,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,25,0.37333333333333335,112,25
165,Patch Release Behaviors of Software Vendors in Response to Vulnerabilities: An Empirical Analysis,,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,25,0.5714285714285714,60,15
